OTUID,KO_ID,Domain,Phylum,Class,Order,Family,Genus,Species
CDS_7477,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7478,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_7479,K02902,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer_thermotolerans
CDS_7484,<NA>,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,Plesiocystis_pacifica
CDS_7486,K01265,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium_indologenes
CDS_7487,K03405,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._BL107,<NA>
CDS_7496,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7499,K01754,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Elizabethkingia,Elizabethkingia_anophelis
CDS_7509,K01187,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7511,K01868,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_columnare
CDS_7512,K03088,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7513,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7515,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7516,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7521,K01637,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7524,K02881,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_aeruginosa_group
CDS_7526,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7527,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7530,K03292,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Lentimicrobiaceae,Lentimicrobium,Lentimicrobium_saccharophilum
CDS_7531,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7533,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7535,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7538,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_7539,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter_antarcticus
CDS_7540,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7542,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7544,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter_sp._AT01-02
CDS_7547,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7548,K02600,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_columnare
CDS_7550,<NA>,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia_complex
CDS_7551,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella_morganii
CDS_7552,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_7553,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7557,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,Thalassospira_sp._MCCC_1A02491
CDS_7560,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7561,K02613,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7562,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,Tamlana_nanhaiensis
CDS_7563,K01685,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7567,K07001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea_vaviloviae
CDS_7569,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia_hongkongensis
CDS_7570,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_7572,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrella,Fibrella_aestuarina
CDS_7573,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7574,K07027,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7576,K01814,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7577,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Paraglaciecola_agarilytica
CDS_7584,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7585,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7587,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola_vietnamensis
CDS_7589,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7591,K00820,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7592,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_7594,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7596,K02018,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7597,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7600,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7608,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7611,K01812,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter_norwichensis
CDS_7616,K05595,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7623,K00558,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei_group
CDS_7626,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium_palustre
CDS_7638,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,Thalassospira_australica
CDS_7639,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7643,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,Salinimonas_chungwhensis
CDS_7644,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7645,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,gamma_proteobacterium_HIMB55,<NA>
CDS_7646,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga_baltica
CDS_7651,K07456,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._BL107,<NA>
CDS_7653,K06147,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_cellulosilyticus
CDS_7657,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7665,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Labrenzia,Labrenzia_alba
CDS_7668,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Microscilla,Microscilla_marina
CDS_7671,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,Allochromatium_vinosum
CDS_7674,K01524,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_7675,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter_certesii
CDS_7676,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Asinibacterium,<NA>
CDS_7679,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia_hongkongensis
CDS_7683,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7686,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7688,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina_macrocephali
CDS_7698,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Roseivirga,Roseivirga_echinicomitans
CDS_7704,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_7706,K01006,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_7708,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_7712,K02040,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,Celeribacter_baekdonensis
CDS_7715,K02686,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia_coli
CDS_7718,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7720,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas_australica
CDS_7722,<NA>,Bacteria,Cyanobacteria,Oscillatoriales,Oscillatoriaceae,Moorea,Moorea_producens,<NA>
CDS_7724,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,Gillisia_sp._Hel_I_29
CDS_7736,<NA>,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus_terrae
CDS_7743,K03569,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._BL107,<NA>
CDS_7744,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_7750,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7751,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,Algibacter_lectus
CDS_7755,K01042,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Cyclobacterium_amurskyense
CDS_7766,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7767,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7769,K06885,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7771,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina_longa
CDS_7773,K01259,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7774,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7781,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp._CF136
CDS_7782,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7786,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7790,K00031,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria_mobilis
CDS_7791,K00031,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria_mobilis
CDS_7792,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7793,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7794,K03438,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_7795,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7800,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7814,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7816,K03218,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_arcticus
CDS_7820,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas_haloplanktis
CDS_7823,<NA>,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,Plesiocystis_pacifica
CDS_7828,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7839,K01869,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,Gillisia_limnaea
CDS_7841,K00548,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter_capsulatus
CDS_7842,K06959,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7844,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_7845,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter,Dinoroseobacter_shibae
CDS_7846,K00286,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_7854,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter_sp._ES-1
CDS_7857,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7860,<NA>,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Paraburkholderia_udeis
CDS_7863,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7867,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7873,K01627,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_7878,<NA>,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,Sandaracinus_amylolyticus
CDS_7879,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7885,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7887,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7888,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_7891,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7893,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7898,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7908,<NA>,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,Plesiocystis_pacifica
CDS_7910,K03654,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_columnare
CDS_7915,K02004,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7916,K00286,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_7921,K15987,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_botulinum
CDS_7925,<NA>,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,Chondromyces_crocatus
CDS_7928,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_7932,K00573,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,Maricaulis_maris
CDS_7934,K18588,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Loktanella_vestfoldensis
CDS_7938,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas_sp._BC04
CDS_7951,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7952,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7954,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_chungangense
CDS_7958,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_persica
CDS_7961,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Loktanella_vestfoldensis
CDS_7962,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Loktanella_sp._1ANDIMAR09
CDS_7964,K06136,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7970,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7972,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7976,K07056,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7977,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7983,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7987,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7988,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7989,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7993,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_7994,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_7997,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_daejeonense
CDS_8002,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_8003,K01990,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_8006,<NA>,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_pumilus
CDS_8010,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_8013,<NA>,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Dysgonomonas_sp._BGC7
CDS_8015,K09015,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria_mobilis
CDS_8023,K01491,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_8024,K03587,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_8025,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_8026,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavihumibacter,Flavihumibacter_solisilvae
CDS_8029,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina_latercula
CDS_8030,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flexithrix,Flexithrix_dorotheae
